"_id",Single-player,Multi-player,Valve Anti-Cheat enabled,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Includes Source SDK,Commentary available,Cross-Platform Multiplayer,Stats,Co-op,Steam Workshop,Includes level editor,Full controller support,Steam Leaderboards,Online Multi-Player,Online Co-op,Shared/Split Screen,Local Multi-Player,Local Co-op,Mods,MMO,In-App Purchases,VR Support,Downloadable Content,Native Steam Controller Support,Steam Turn Notifications,Game demo,SteamVR Collectibles,Mods (require HL2)
955,6,6,2,7,6,2,1,6,2,2,2,5,5,3,0,7,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
103,72,79,0,50,52,4,22,34,0,0,33,0,55,32,22,3,19,49,37,0,12,4,0,36,13,5,0,0,0,0,0,0
19,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,39,31,0,39,3,0,0,39,0,0,29,1,2,0,29,9,0,31,2,0,29,0,0,0,0,0,0,0,0,0,0,0
379,72,72,0,65,67,0,9,0,0,0,0,2,66,0,0,0,0,63,0,0,0,0,0,62,65,1,0,0,0,0,0,0
392,3,1,0,3,3,0,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,127,93,0,78,14,0,50,42,0,0,10,0,53,11,6,72,0,3,3,5,3,3,0,47,1,45,0,0,0,0,0,0
1453,1,6,0,9,8,0,6,2,0,0,2,0,0,2,2,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0
600,2,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1,0,0,2,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,26,5,3,5,4,2,1,4,2,2,0,2,3,3,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
67,5,10,9,12,12,3,0,5,1,2,2,11,4,11,2,11,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
364,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1455,12,11,1,17,14,0,6,10,0,0,0,6,6,1,0,11,4,8,0,1,0,0,0,0,7,0,0,0,0,0,0,0
64,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,6,5,0,6,6,0,0,1,0,0,0,0,5,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
475,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,0,2,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,0,20,18,20,19,0,1,0,0,0,0,18,0,18,0,19,0,2,0,1,1,0,0,0,19,0,0,0,0,0,0,0
679,6,0,0,6,5,2,3,5,1,1,0,0,0,1,1,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
208,1,1,1,2,2,1,0,1,0,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
524,3,17,0,19,17,1,18,2,1,1,1,1,0,1,2,1,1,17,0,1,1,0,0,0,16,0,0,0,0,0,0,0
372,16,9,5,15,13,5,2,13,0,0,7,2,7,7,5,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1459,6,11,5,11,11,0,0,5,0,0,6,10,6,10,0,11,0,1,1,6,1,1,0,0,5,0,0,0,0,0,0,0
1460,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
672,11,37,1,8,22,0,4,6,0,0,0,10,4,1,1,8,6,14,0,0,6,0,0,17,13,0,0,0,0,0,0,0
48,11,4,0,11,11,6,0,10,0,0,0,0,3,11,10,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
394,5,2,0,4,3,0,3,4,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0
332,23,14,0,32,26,1,15,18,1,0,1,3,14,2,2,16,10,12,3,2,2,2,0,0,9,0,0,0,0,0,0,0
46,14,6,3,9,9,0,5,9,0,0,6,3,6,9,9,6,0,9,9,6,6,6,0,0,3,3,0,0,0,0,0,0
496,1,9,0,0,9,0,0,0,0,0,0,0,9,1,0,0,0,9,9,0,0,0,0,9,1,0,0,0,0,0,0,0
558,22,16,0,17,20,6,1,11,0,0,7,1,15,7,3,10,2,6,3,2,3,3,0,3,3,0,0,0,0,0,0,0
480,0,6,5,6,6,0,0,0,0,0,0,5,1,5,0,5,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
190,3,1,0,3,3,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
563,83,10,0,76,62,21,5,73,0,21,6,38,27,23,21,44,17,8,5,4,6,4,0,1,2,0,0,0,0,0,0,0
473,3,5,4,5,5,2,0,3,2,2,0,4,3,4,0,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
922,47,61,5,34,24,0,20,19,0,0,37,18,25,21,2,11,2,47,22,2,1,0,0,22,6,0,0,0,0,0,0,0
139,4,1,0,2,1,0,1,2,0,0,2,0,3,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
518,45,2,0,41,38,13,9,41,0,0,0,0,3,0,0,34,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1461,15,11,1,16,16,0,2,14,0,0,9,9,11,9,0,15,0,1,1,12,0,0,0,0,2,0,0,0,0,0,0,0
448,3,17,15,18,17,0,1,2,0,0,0,15,1,16,0,17,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0
1462,2,2,0,2,3,0,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1463,2,3,0,3,6,0,4,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0
1464,2,6,4,8,4,0,2,4,4,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1465,48,58,0,4,4,0,17,31,0,0,17,10,17,4,4,0,0,58,17,0,0,0,0,17,31,0,0,0,0,0,0,0
