"_id",Single-player,Multi-player,Valve Anti-Cheat enabled,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Includes Source SDK,Commentary available,Cross-Platform Multiplayer,Stats,Co-op,Steam Workshop,Includes level editor,Full controller support,Steam Leaderboards,Online Multi-Player,Online Co-op,Shared/Split Screen,Local Multi-Player,Local Co-op,Mods,MMO,In-App Purchases,VR Support,Downloadable Content,Native Steam Controller Support,Steam Turn Notifications,Game demo,SteamVR Collectibles,Mods (require HL2)
682,15,2267,5,17,30,0,13,2,0,0,2,2252,15,15,0,7,2,2249,2,2,2,2,0,0,18,0,0,0,0,0,0,0
457,649,656,0,492,584,0,92,39,0,0,197,0,610,33,7,431,0,290,365,164,164,164,0,94,419,0,0,0,0,0,0,0
534,892,672,0,907,907,0,82,559,0,0,0,0,0,333,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1323,18754,24305,2390,8269,19927,66,12973,4755,0,0,3446,9439,16767,5706,172,7960,492,4432,391,3212,0,0,0,183,15282,0,0,0,0,0,0,0
309,141,9548,2372,4955,4819,0,2447,0,0,0,0,7106,0,2513,141,2508,136,7176,0,0,0,0,0,0,4814,0,0,0,0,0,0,0
152,1,1,0,298,298,0,0,0,0,0,0,0,1,297,297,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1324,3923,4078,0,745,796,686,51,1900,0,0,1913,211,740,686,686,689,0,4024,689,686,686,686,0,0,1268,0,0,0,0,0,56,0
450,14194,8512,84,14109,5786,186,8371,3370,0,102,8512,102,243,8605,8557,5730,10739,8371,0,10739,8371,0,0,0,0,8371,0,0,0,0,0,0
1325,1339,2398,0,2121,2296,0,1004,1339,0,0,0,1106,335,1004,0,335,0,1774,335,0,0,0,0,175,333,0,0,0,0,0,0,0
293,173,0,0,173,173,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,562,0,0,562,562,0,335,562,0,0,0,0,0,0,0,227,335,0,0,335,0,0,0,0,335,0,0,0,0,0,0,0
623,502,1531,13,1751,1802,0,1263,476,0,0,21,436,172,42,29,59,0,1409,134,8,0,0,0,210,1709,8,0,0,0,0,0,0
1327,841,2790,0,848,792,0,56,812,0,0,26,2761,6,66,66,785,56,2814,6,26,56,0,0,0,6,23,0,0,0,0,0,0
1328,11786,23835,3342,24798,17687,0,4786,8707,0,0,1909,137,6485,7222,7232,3751,160,2972,1063,0,1909,0,0,3646,304,3342,0,0,0,0,0,0
808,353,1088,182,1142,602,182,249,845,0,0,836,3,353,185,185,171,46,295,46,46,46,46,0,0,860,0,0,0,0,0,0,0
253,0,0,0,271,271,0,0,0,0,0,0,0,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,475,5499,1362,1367,1367,181,5,186,135,135,335,5448,475,1362,335,1027,0,4132,0,0,0,0,0,0,892,0,0,0,0,0,0,0
500,1326,1208,0,1326,154,0,0,1320,0,0,0,18,0,533,136,1172,397,18,0,787,0,0,0,0,0,0,0,0,0,0,0,0
205,279,142,0,142,142,0,142,142,0,0,0,0,279,0,0,0,142,137,137,142,0,0,0,0,0,0,0,0,0,0,0,0
523,2053,13754,5501,7755,7609,0,1112,1213,0,0,0,12265,278,6443,260,5701,45,6861,39,31,58,51,0,0,5462,0,0,0,0,0,0,0
1329,26,0,0,26,26,0,10,26,0,0,0,16,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,2003,1672,0,2003,1812,0,649,1491,0,0,985,1399,1321,842,143,1321,0,351,336,842,0,0,0,0,336,18,0,0,0,0,0,0
1331,1945,1211,385,1876,1753,146,620,1775,0,0,925,0,1211,1728,1554,987,239,656,703,895,656,656,0,123,47,0,0,0,0,0,0,0
215,12582,8497,302,8722,6674,398,3285,5674,302,398,3847,347,8288,5110,4238,6794,1435,4418,4286,2076,1719,1582,0,0,104,0,0,0,0,0,0,0
896,0,442,24,24,24,0,0,0,0,0,0,442,0,24,0,24,0,418,0,0,0,0,0,0,24,0,0,0,0,0,0,0
1332,721,0,0,38,38,0,0,38,0,0,0,0,0,683,0,721,38,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0
713,4291,1004,1,3806,4336,155,1469,2195,0,3,239,459,585,204,86,2095,1544,662,78,1389,703,1011,0,65,451,8,0,0,2,0,0,0
1333,181,116,0,125,125,125,56,125,0,125,60,125,241,125,125,185,0,60,60,0,0,0,0,116,0,56,0,0,0,0,0,0
622,6115,5864,0,4980,5404,65,129,4980,0,65,4258,65,1316,3734,909,156,93,789,68,91,760,68,0,0,0,0,0,0,0,0,0,0
1334,1623,657,0,1266,1388,44,20,924,0,0,82,0,318,485,44,969,44,0,0,233,0,44,0,0,233,0,0,0,0,0,0,0
422,4752,6177,1028,4752,1991,0,91,1601,0,0,905,2707,2219,2024,1028,4661,0,2511,709,905,0,0,0,319,709,319,0,0,0,0,0,0
1335,50,49,0,49,49,0,49,49,0,0,49,49,49,49,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
214,815,272,0,799,108,0,365,527,0,0,0,0,56,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,308,7993,6989,7297,6989,0,308,0,0,0,308,7993,308,6989,0,6989,0,1004,0,0,0,0,0,308,7297,0,0,0,0,0,0,0
34,3,1983,1919,2460,2430,0,29,0,30,0,33,1949,0,2428,509,1919,30,62,0,0,30,0,0,5,1951,0,0,0,0,0,0,0
901,1439,1854,0,1029,627,473,618,265,0,0,9,680,627,473,482,556,473,1153,473,0,473,473,0,0,145,0,0,0,0,0,0,0
1336,1558,813,0,1558,1481,0,0,1463,0,0,763,0,736,18,0,795,0,736,736,0,0,0,0,0,745,0,0,0,0,0,0,0
873,96,96,96,96,96,0,0,96,0,0,0,0,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1584,1308,0,1584,282,0,1008,565,0,0,355,266,1408,1082,933,291,588,255,283,0,0,0,0,72,221,0,0,0,0,0,0,0
967,1731,1096,135,1301,205,0,0,565,0,0,0,0,135,430,961,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,748,2878,2470,2860,3312,0,691,434,0,0,77,2470,408,2591,0,2621,0,30,30,30,30,30,0,94,2707,0,0,0,0,0,0,0
1337,1533,3001,18,3205,527,18,71,1334,0,0,1323,0,89,282,282,1444,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,0,0
1338,5599,0,0,5599,5599,0,0,5599,0,0,0,0,0,0,24,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,464,386,0,78,464,0,386,78,0,0,0,0,386,0,0,78,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0
342,3009,991,0,2881,2960,0,2091,2928,0,0,0,2,991,0,0,865,0,863,863,0,0,0,0,0,83,0,0,0,0,0,0,0
1339,1913,1912,0,1912,1913,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1340,2449,2050,23,1547,1135,222,702,1511,0,0,0,195,1596,472,0,1510,636,683,487,0,6,0,0,335,683,0,0,0,0,0,0,0
137,368,14095,462,829,815,0,0,367,0,0,351,14094,351,813,0,829,0,13281,0,353,0,0,0,0,463,0,0,0,0,0,0,0
945,243,813,408,481,238,0,0,243,0,0,0,570,243,481,243,408,0,405,0,0,0,0,0,243,165,243,0,0,0,0,0,0
1341,113,7585,0,113,113,0,113,113,0,0,0,7585,0,113,113,0,0,7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,411,156,156,411,405,156,0,411,156,156,0,156,156,156,0,411,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
868,1530,0,853,1530,853,0,0,1530,0,0,0,0,0,0,0,1530,0,853,0,0,0,0,0,0,853,0,0,0,0,0,0,0
546,15799,0,0,15799,15799,0,0,2281,0,0,0,804,0,0,0,2281,804,0,0,2281,0,0,0,0,13518,0,0,0,0,0,0,0
479,624,0,0,348,267,0,0,348,0,0,0,348,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,0,1880,1822,1822,1822,0,0,0,0,0,0,1822,0,1822,0,1822,0,58,0,0,0,0,0,58,1880,0,0,0,0,0,0,0
862,2404,2393,604,2864,2144,3,151,1443,0,0,1314,794,1108,1334,616,1445,15,1302,0,614,3,3,0,497,1687,497,0,0,0,0,0,0
974,1806,5972,2039,2588,1601,0,0,1235,0,0,65,4826,901,2104,896,3069,235,3908,0,355,355,0,0,831,1208,831,0,0,0,0,0,0
1344,1789,1421,0,877,1789,368,509,877,0,0,1421,0,912,1789,368,1280,368,509,0,0,0,368,0,0,0,0,0,0,0,0,0,0
740,23996,28841,9165,27200,20276,176,1573,22822,0,0,12921,20828,17227,20681,7255,20188,991,8268,127,10580,1944,176,0,5143,4243,5121,0,0,0,0,0,0
595,447,0,0,458,131,0,327,120,0,0,0,0,131,11,0,120,327,11,0,0,0,0,0,11,11,0,0,0,0,0,0,0
1345,1079,1013,777,1073,994,777,63,1057,0,0,846,0,925,777,777,145,0,142,142,50,79,79,0,0,0,0,0,0,0,0,0,0
829,433,1673,717,771,940,150,262,111,39,39,96,1294,325,717,141,627,0,673,0,6,0,0,0,0,829,0,0,0,0,0,0,0
415,491,569,156,569,569,78,0,491,78,78,413,156,491,569,413,569,0,413,413,413,413,413,0,0,78,0,0,0,0,0,0,0
943,276,87,0,319,276,175,0,252,0,175,77,262,215,286,246,319,0,80,0,110,80,0,0,0,0,10,0,0,0,0,0,0
1346,618,176,0,260,364,70,180,176,0,0,0,0,176,70,70,176,84,272,272,70,70,70,0,0,96,129,0,0,0,0,41,0
920,350,187,0,204,255,3,65,109,0,0,41,41,187,106,65,41,0,0,0,41,0,0,0,0,146,0,0,0,0,0,0,0
28,266,317,51,266,266,47,0,266,0,0,270,219,266,317,47,266,0,47,47,266,47,47,0,51,51,0,0,0,0,0,0,0
1347,2306,36,30,2228,1032,30,164,1089,30,30,21,30,30,962,932,2043,121,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0
1348,133,654,0,121,683,72,26,118,0,0,69,0,81,2,0,93,0,573,573,69,0,0,0,573,15,0,0,0,0,0,0,0
169,2914,0,0,2600,1806,792,813,2615,792,792,0,813,0,4,0,1802,1239,0,0,131,0,0,0,0,0,21,0,0,0,0,0,0
1349,2642,2642,0,2642,2642,0,0,0,0,0,2642,0,2642,0,0,0,0,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,0
1350,144,0,0,144,144,0,139,139,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,2578,6504,334,796,2264,550,2042,336,0,0,257,4124,2253,812,555,217,584,4674,550,24,550,550,0,257,1749,0,0,0,0,0,0,0
1351,89,65,0,27,16,0,13,84,0,0,3,11,3,0,0,14,0,65,3,3,3,3,0,0,62,0,0,0,0,0,0,0
798,313,476,0,313,131,0,246,313,0,0,66,476,66,130,0,66,182,410,0,66,0,0,0,0,0,0,0,0,0,0,0,0
1352,1045,3537,344,3801,3634,0,142,3518,0,0,401,311,3104,687,270,3274,0,2887,2650,60,0,0,0,235,328,217,0,0,0,0,0,0
92,155,113,108,305,305,108,42,155,0,0,110,5,260,305,114,5,3,150,3,5,3,3,0,147,147,0,0,0,0,0,0,0
1353,420,529,0,441,441,119,32,259,0,0,0,292,86,119,119,183,195,238,21,76,65,0,0,21,21,0,0,0,0,0,0,0
368,13824,7111,0,6408,8908,0,30,12698,0,0,4410,0,0,9356,0,1702,767,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0
708,2708,2196,0,1644,8085,0,7098,1298,0,0,0,0,1372,0,0,1509,752,540,0,56,0,0,0,6001,1481,0,0,0,0,0,0,0
1354,2831,998,3,2314,3066,388,669,2111,0,0,0,180,986,0,0,1970,517,0,55,765,226,408,0,255,249,0,0,0,0,0,0,0
72,1327,434,212,1159,870,4,179,960,0,0,509,500,316,187,9,783,0,456,134,301,5,5,0,129,0,0,0,0,0,0,0,0
352,6478,5344,0,6478,6478,0,1134,6478,0,0,0,0,5344,0,0,5344,1134,5344,5344,0,0,0,0,0,0,0,0,0,0,0,0,0
236,922,206,0,1623,1049,0,191,716,0,0,191,589,206,922,907,731,716,191,191,127,127,142,0,0,0,0,0,0,0,0,0,0
919,57,469,0,28,28,0,0,28,0,0,57,412,57,28,28,28,0,469,57,28,28,28,0,0,29,0,0,0,0,0,0,0
828,504,9,9,512,512,0,504,503,0,0,0,9,0,512,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
613,12592,11948,1156,13417,12166,77,1311,11823,0,0,4862,6082,6702,6188,189,7858,77,1157,1316,5347,0,192,0,0,1156,0,0,0,0,0,0,0
345,2548,2564,184,2386,2377,0,118,2278,0,0,2452,2122,2296,2415,217,2268,56,56,0,2197,0,0,0,184,231,47,0,0,0,0,0,0
564,2521,4083,64,2521,2725,0,1,72,0,0,7,1359,2520,64,64,86,7,3793,0,7,0,0,0,2638,2434,0,0,0,0,0,0,0
1355,0,10,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
783,967,336,0,911,752,0,159,687,0,0,0,335,417,0,0,752,335,391,0,335,335,335,0,0,56,0,0,0,0,0,0,0
793,1949,3136,150,1996,1408,763,409,1042,150,150,263,626,1690,763,876,654,613,1324,415,0,311,311,0,1013,1215,0,0,0,0,0,0,0
847,8013,7229,5448,8013,8243,5812,987,7721,119,119,5621,2167,5812,5706,5228,1770,0,2073,0,0,0,0,0,623,126,0,0,0,0,0,0,0
212,4412,3679,1,4756,3678,150,16,3663,0,0,4196,4002,3104,3123,151,3513,707,1093,0,3316,16,0,0,1,0,1,0,0,0,0,0,0
1356,1518,6459,295,7431,7485,353,1016,7353,110,110,129,110,6517,1139,129,6286,0,6088,6164,0,0,0,0,0,76,0,0,0,0,0,0,0
353,29,0,0,10,10,0,0,0,0,0,0,0,0,10,10,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,623,1155,0,532,1155,0,751,0,0,0,0,0,623,0,357,0,0,128,0,0,0,0,0,0,798,0,0,0,0,0,0,0
443,2263,832,0,2252,1968,482,733,719,0,0,0,0,661,106,106,1523,6,2,0,0,0,0,0,0,482,0,0,0,0,0,0,0
1358,17142,16327,0,3381,19154,0,16327,686,0,0,0,149,16327,3229,534,686,686,0,0,683,0,0,0,0,16327,0,0,0,0,0,0,0
1359,1973,4822,3154,4017,2366,0,308,271,0,0,1107,2047,14,3459,305,3712,11,0,0,11,0,0,0,1107,3157,0,0,0,0,0,0,0
509,3456,3104,0,784,2795,15,2753,219,0,0,133,133,2672,0,0,570,0,133,0,0,0,0,0,0,2672,0,0,0,0,0,0,0
1360,3308,60,0,3308,864,0,413,557,0,0,0,0,60,265,266,2895,190,0,0,60,101,101,0,0,0,2444,0,0,0,0,0,0
1361,92,68,0,24,92,0,0,24,0,0,68,0,68,68,0,92,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,182,186,183,182,177,9,0,16,9,9,6,9,175,176,0,179,161,3,3,7,0,0,0,6,6,0,0,0,0,0,0,0
514,1274,1059,324,829,515,0,10,829,0,0,0,190,624,324,324,639,0,110,110,25,0,0,0,324,200,324,0,0,0,0,0,0
918,1857,1055,262,753,354,12,626,495,0,2,0,149,670,69,10,224,214,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0
288,286,7741,135,189,151,135,16,151,135,135,0,7703,173,135,0,173,0,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,121,0,0,121,121,0,0,0,0,0,121,0,0,0,0,121,0,121,0,0,0,0,0,0,121,0,0,0,0,0,0,0
1363,462,271,158,772,772,0,1,49,0,0,0,214,48,263,105,667,7,113,48,0,0,0,0,0,167,0,0,0,0,0,0,0
1364,3395,6234,846,2994,2502,208,2128,2276,0,0,489,4612,775,2156,1578,1416,0,6383,0,0,2068,0,0,341,578,46,0,0,0,0,0,0
1365,250,156,94,94,94,0,0,94,0,0,0,94,0,94,94,0,0,250,94,0,0,0,0,156,94,94,0,0,0,0,0,0
429,1486,1067,0,1453,1329,134,250,1388,69,189,1067,65,1058,1328,315,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,3226,1806,261,3426,3049,920,1054,2184,0,0,521,744,598,1398,1048,2118,1308,317,0,467,0,0,0,0,200,0,0,0,0,0,0,0
1366,293,123,0,149,99,0,0,99,0,0,99,99,99,99,0,123,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
1367,734,495,0,239,734,0,0,0,0,0,495,0,495,495,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,124,366,135,356,346,3,91,3,0,0,97,135,125,135,100,246,3,89,0,0,0,0,0,24,249,0,0,0,0,0,0,0
1368,0,155,155,155,155,0,0,0,0,0,0,155,0,155,0,155,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0
1369,6339,5350,164,5728,4807,0,348,4618,0,0,4136,30,1855,3639,987,164,0,2448,611,0,727,0,0,1244,1080,164,0,0,0,0,0,0
770,0,123,123,123,123,0,0,0,0,0,0,123,0,123,0,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0
63,1501,1280,236,857,1485,94,1269,470,0,0,133,1,815,747,508,338,444,483,344,0,367,94,0,120,829,0,0,0,0,0,0,0
406,2052,659,0,1726,2051,0,1067,1727,0,0,0,0,659,1726,984,0,0,659,659,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,16848,16678,0,474,16544,0,11074,474,0,0,0,0,11074,0,0,473,0,5604,304,0,0,0,0,0,16374,0,0,0,0,0,0,0
380,307,224,264,438,658,0,691,54,0,0,0,141,76,191,0,217,177,7,0,0,0,3,0,467,271,0,0,0,0,0,0,0
1371,2380,2626,927,3007,1966,120,1371,1576,0,0,608,800,709,1850,800,832,538,647,187,220,552,92,0,7,742,0,0,0,0,0,0,0
845,1061,1075,0,0,1075,0,1043,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,14,1061,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1748,1417,38,1786,613,0,1173,0,0,0,1748,842,1748,38,575,613,0,804,0,0,0,0,0,1173,1211,0,0,0,0,0,0,0
757,170,230,188,230,230,128,42,128,128,128,0,188,128,188,0,188,0,42,0,0,0,0,0,0,60,0,0,0,0,0,0,0
1372,0,258,171,258,258,0,87,0,0,0,0,171,0,171,0,171,0,87,0,0,0,0,0,0,258,0,0,0,0,0,0,0
805,1968,1596,1595,1968,1596,1596,0,1968,0,0,1596,0,1595,1596,1596,372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,5307,5448,17,1146,4690,0,4251,1129,0,0,818,636,4362,201,634,439,0,1069,0,422,634,0,0,0,4195,0,0,0,0,0,0,0
1373,501,0,0,202,11,0,11,202,0,0,0,0,0,11,11,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1202,0,0,1202,1202,0,0,1202,0,0,0,0,101,0,0,1202,0,0,0,1101,0,0,0,0,0,0,0,0,0,0,0,0
123,793,3115,149,511,782,69,403,433,0,0,360,2479,681,403,255,375,1,2602,282,269,197,183,0,26,372,1,0,0,0,0,0,0
1374,0,11667,5502,5491,5491,0,0,0,0,0,0,11656,0,5491,0,5491,0,6165,0,0,0,0,0,0,5491,0,0,0,0,0,0,0
660,1849,5659,3910,5585,5560,413,1201,1771,336,4,345,2522,345,4901,4132,3854,270,1806,227,0,0,0,0,0,769,78,0,0,0,0,0,0
223,2667,1799,0,2667,2667,0,868,1799,0,0,1799,1799,1799,2667,868,1799,0,0,0,1799,0,0,0,0,0,0,0,0,0,0,0,0
447,4060,6421,176,4220,4068,198,34,3865,0,0,193,4749,2344,213,0,3891,1676,5530,236,956,934,0,0,0,305,0,0,0,0,0,0,0
814,67,200,0,218,216,0,121,2,0,0,65,0,81,16,0,65,0,216,65,65,65,65,0,16,151,0,0,0,0,0,0,0
240,800,1167,1227,1613,1613,306,290,800,306,306,0,1227,330,1487,114,1209,0,144,114,0,0,0,0,0,951,114,0,0,0,0,0,0
875,65,65,0,65,65,0,0,65,0,0,0,65,65,65,65,65,65,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0
1375,40,40,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,301,301,21,301,301,21,0,21,0,0,21,0,21,301,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,903,1019,116,1019,1019,0,0,169,0,0,734,116,0,116,0,1019,169,169,0,169,169,0,0,0,116,0,0,0,0,0,0,0
1376,4987,2357,0,2628,2111,0,0,4197,0,0,2125,2045,2111,4379,14,2333,15,15,0,2044,14,0,0,0,0,15,0,0,0,0,15,0
834,1943,656,96,1513,654,0,1494,1234,0,0,0,0,641,173,96,228,224,244,173,0,0,0,0,366,269,236,0,0,0,0,0,0
1377,7022,5721,312,5133,4652,432,1919,2137,0,273,2575,2470,6444,1427,1017,1930,547,4894,2281,613,2050,2050,0,2925,2613,348,0,0,0,0,0,0
188,2947,4513,2059,2882,1624,909,1078,1026,154,5,1788,1438,557,2124,472,1695,64,1124,0,0,51,0,0,1289,2284,0,0,0,0,0,0,0
39,463,683,18,512,512,0,357,463,0,0,0,137,0,18,0,18,155,665,0,0,0,0,0,0,665,0,0,0,0,0,0,0
1378,295,6493,2345,2640,2640,0,0,295,0,0,55,6493,55,2400,0,2640,0,4093,0,55,0,0,0,0,2345,0,0,0,0,0,0,0
1379,377,248,0,221,219,0,129,155,0,0,248,246,127,278,185,248,2,129,127,214,129,127,0,0,0,2,0,0,0,0,0,0
1380,5941,3123,0,2739,5098,0,3530,2238,0,0,28,48,2988,749,107,1709,622,219,242,55,32,32,0,717,2203,89,0,0,0,0,0,0
420,11279,10436,41,972,351,0,11031,290,0,0,10019,0,10302,180,738,80,698,10550,9992,0,0,0,0,10064,0,212,0,0,0,0,0,0
590,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1661,553,120,1523,1484,109,1010,1489,109,109,2,412,244,118,5,644,18,301,0,0,0,0,0,16,144,0,0,0,0,0,0,0
864,386,536,0,415,536,0,63,0,0,0,0,0,353,0,0,33,0,415,33,0,0,0,0,232,536,0,0,0,0,0,0,0
1381,718,73,0,84,84,0,707,0,0,0,0,0,707,0,0,11,0,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0
60,2175,0,0,2175,2175,0,0,2175,0,0,0,2175,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,0,0,0,0,0
743,9,3067,168,171,171,0,6,0,0,0,0,3064,3,168,0,171,0,2896,3,0,0,0,0,0,171,0,0,0,0,0,0,0
413,2561,2561,0,2493,2561,2493,2561,0,0,0,0,0,2561,2493,2493,0,2493,2493,2493,0,2493,2493,0,0,68,0,0,0,0,0,0,0
175,72,327,255,327,327,0,72,72,0,0,0,255,72,255,0,255,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0
366,76,76,0,76,76,0,0,38,0,0,38,0,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,793,793,0,793,793,0,0,793,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,8915,8769,227,636,9122,148,7947,400,0,94,555,301,8608,862,372,1169,57,14,14,0,0,0,0,0,8166,0,0,0,0,0,0,0
449,413,1276,0,1445,239,0,377,29,0,0,0,20,1278,219,219,0,0,1059,1059,0,0,0,0,1059,1059,0,0,0,0,0,0,0
387,1855,2172,1678,2205,2172,390,105,390,390,390,0,390,1678,1678,1288,1678,105,1710,1288,0,0,0,0,0,1710,0,0,0,0,0,0,0
978,3768,3936,318,3768,3768,0,150,3542,0,0,3365,0,27,3714,0,27,0,0,27,0,0,0,0,318,345,0,0,0,0,0,0,0
893,0,27,27,27,27,0,0,0,0,0,0,27,0,27,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
1384,694,2146,0,0,2146,0,1452,0,0,0,0,0,2146,694,0,0,0,694,694,0,0,0,0,2146,694,0,0,0,0,0,0,0
1385,802,0,1,802,802,0,0,802,0,0,0,1,0,1,1,801,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1386,1002,4896,4896,5859,5769,129,963,912,90,90,39,4857,39,5769,129,4857,0,0,0,0,0,0,0,0,4857,0,0,0,0,0,0,0
1387,10854,9560,0,10710,10633,0,1143,9674,0,0,8454,0,9560,1178,1036,9418,0,887,887,219,0,0,0,142,363,0,0,0,0,0,0,0
1388,301,51,0,249,332,0,264,6,0,0,0,0,51,1,294,5,5,0,0,5,5,5,0,51,51,0,0,0,0,0,0,0
1389,10345,10545,7907,13962,14029,0,951,5498,0,0,912,9823,786,8858,951,12885,62,1916,0,0,0,0,0,0,7907,0,0,0,0,0,0,0
228,69,68,0,69,12,0,9,59,0,0,66,9,11,10,66,2,9,68,11,0,57,0,0,0,0,9,0,0,0,0,0,0
51,1411,371,108,1467,1467,52,341,1034,52,52,263,371,315,371,0,1126,755,0,0,640,0,0,0,0,56,0,0,0,0,0,0,0
788,1639,369,0,1393,1376,0,190,1454,0,2,0,3,0,0,0,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
37,3120,15860,1092,4873,4810,0,983,2698,0,0,23,13304,237,1407,315,1980,243,12875,63,84,0,0,0,63,1753,0,0,0,0,0,0,0
1390,2371,4032,1177,3510,3368,14,0,2308,92,0,2497,1208,1707,2332,1085,2108,24,1664,621,24,0,0,0,0,0,0,0,0,0,0,0,0
1391,6961,4404,38,3866,1396,3,719,5928,0,0,3130,941,1035,2504,2947,874,382,3590,38,150,2761,9,0,187,570,197,0,0,0,0,0,0
937,8376,11308,219,5082,4557,0,115,2813,0,0,1228,8145,115,3503,206,3720,51,7814,2412,0,0,0,0,12,219,0,0,0,0,0,0,0
1392,193,392,210,403,221,0,0,11,0,0,0,210,0,210,0,403,11,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0
1393,65,39,0,39,39,0,39,0,0,0,39,39,0,0,0,26,0,39,26,0,39,0,0,0,0,0,0,0,0,0,0,0
902,344,407,119,288,192,0,296,169,0,0,54,232,127,288,169,119,169,336,54,0,169,0,0,0,192,0,0,0,0,0,0,0
1394,3557,2638,84,1389,2919,243,2920,1317,12,243,12,799,2348,392,308,709,295,0,0,31,0,0,0,0,2707,0,0,0,0,0,0,0
115,45,1156,1156,1201,1201,0,0,45,0,0,0,1156,0,1156,0,1201,0,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,0
421,2393,5125,1219,3171,3487,24,619,1249,0,0,308,4679,695,1479,24,2474,48,3290,66,1225,0,0,0,0,1540,0,0,0,0,0,0,0
1395,203,203,0,203,203,0,0,156,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2741,1746,0,1796,1796,0,0,94,0,0,1647,5,5,0,0,1796,94,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,227,125,0,295,84,0,73,18,0,0,0,2,11,11,0,2,0,126,0,0,0,0,0,47,347,0,0,0,0,0,0,0
1397,310,1908,1795,1961,1985,96,55,175,0,0,195,1699,195,1819,137,1793,0,171,116,75,75,75,0,0,1754,41,0,0,0,0,0,0
361,3960,2861,470,3515,2550,187,2174,2323,73,0,968,767,2339,1873,916,1064,406,1051,654,387,329,329,0,654,688,213,0,0,0,0,0,0
