"_id",Action,Indie,Simulation,Adventure,RPG,Racing,Nudity,Strategy,Free to Play,Sports,Casual,Design & Illustration,Web Publishing,Massively Multiplayer,Violent,Gore,Early Access,Sexual Content,Utilities,Animation & Modeling,Video Production,Education,Software Training,Audio Production,Photo Editing,Documentary,Episodic,Short,Movie,Tutorial,Accounting,360 Video
678,119,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,444,27,341,417,431,0,387,1025,0,0,0,0,0,387,387,387,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,495,0,0,250,245,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,272,0,0,272,0,0,0,0,0,0,0,0,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,87,2,2,87,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,331,980,672,331,802,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,989,989,0,989,989,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,282,895,844,205,840,0,0,51,447,0,304,0,0,92,181,407,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,613,0,0,104,104,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,274,1299,1025,0,1297,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,194,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,478,671,619,530,478,0,478,619,0,0,0,0,0,0,530,530,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,2411,0,0,2734,1464,0,0,1464,1105,0,0,0,0,377,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,341,254,185,69,272,0,0,0,69,0,69,38,0,0,0,0,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
550,3688,87,87,3250,0,0,0,0,103,0,0,0,0,3163,3163,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1964,379,0,0,0,0,0,220,0,193,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1837,0,0,66,10230,0,0,2066,0,0,0,0,0,7517,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,992,245,242,1371,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,0,651,96,555,561,0,0,228,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,4607,1279,646,2409,641,191,0,898,0,505,461,0,0,83,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,11,2382,1997,13,990,47,6,873,453,0,453,0,0,0,6,6,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,747,0,0,430,903,0,0,101,293,0,18,0,0,448,430,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,229,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,306,306,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,2819,33,0,1988,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,1941,225,353,16,463,0,0,225,353,0,16,0,0,841,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,8,14,7,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,380,380,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,381,2692,138,2711,36,0,0,374,0,0,0,0,0,0,326,0,2443,0,3837,0,0,0,0,1,0,0,0,0,0,0,0,0
1050,1902,566,340,395,190,376,0,150,190,376,0,0,0,585,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,36,0,0,36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,658,658,320,658,658,0,658,331,338,0,0,0,0,338,658,658,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,140,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0
1053,1155,1181,1181,1013,1013,2,0,1045,0,2,1013,0,0,0,32,0,38,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2066,522,438,1940,128,18,0,265,20,20,76,0,0,38,15,14,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,622,785,158,627,780,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,576,0,2,576,0,0,0,0,0,2,0,0,0,576,525,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,839,839,0,242,0,0,839,0,0,838,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,1150,1150,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,448,0,0,0,0,0,0,0,448,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,614,143,0,525,323,51,0,0,92,92,95,0,0,92,266,266,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3779,1655,1963,2593,2210,0,0,1714,0,0,0,0,0,1061,395,138,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,500,0,0,586,20,0,0,0,0,0,0,0,0,400,400,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,780,0,0,147,0,0,0,0,0,0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,29,162,109,0,0,0,0,109,24,0,24,0,0,29,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,10,0,38,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,983,164,164,164,0,0,0,0,301,0,0,0,0,0,296,296,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1308,609,511,1308,39,0,0,700,0,92,92,0,0,814,814,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1,0,0,1,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,243,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,923,576,0,632,845,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,679,494,213,510,825,0,473,213,546,0,21,0,0,473,473,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,100,95,0,191,310,0,0,60,124,0,95,0,0,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1556,19,0,114,666,19,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,5,38,0,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,2150,2150,0,0,0,2141,0,0,0,2141,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,259,79,0,18,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
680,47,47,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,3605,2609,128,338,659,0,0,589,1018,0,89,0,0,1018,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,6460,6460,0,2929,14510,3531,0,0,0,3531,0,0,0,14510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2319,394,2322,2710,3162,0,0,2319,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,5858,1053,6,4244,915,0,0,139,957,680,90,0,0,0,114,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1651,2112,1707,1737,3603,0,1649,2212,0,0,539,160,0,1556,1651,1649,1707,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0
93,250,31,0,0,0,0,0,713,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,10,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,103,0,103,103,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,97,258,159,3,0,52,0,0,0,57,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1886,1312,314,1676,901,0,649,227,28,107,111,0,0,1683,1664,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,0,602,714,96,489,0,0,886,0,0,0,14,0,0,96,0,0,96,14,3,0,0,0,0,0,0,0,0,0,0,0,0
1072,3295,2416,1213,1543,1277,0,1641,1474,0,91,993,1,0,462,1428,1428,1,213,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1073,0,15,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,73,5,0,54,0,0,0,8,0,14,0,25,0,0,0,0,25,0,25,25,24,0,0,0,0,0,0,0,0,0,0,0
714,404,0,0,15,15,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,2750,1171,282,619,1110,0,0,581,1452,141,367,0,0,476,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,618,3238,2328,477,723,72,0,3307,0,3,884,67,0,56,206,122,164,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0
1076,0,15,0,0,208,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,433,146,146,344,235,0,0,0,0,0,0,0,0,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,306,306,0,306,306,0,306,0,306,0,0,0,0,306,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,4003,0,0,289,289,0,0,0,676,0,0,0,0,289,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,21337,4160,264,17116,1451,128,0,903,3189,128,263,0,0,157,364,207,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,3357,863,670,515,785,0,0,213,1817,0,51,0,0,131,344,6,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2267,363,122,1113,415,0,11,252,111,0,0,107,0,955,855,11,118,0,109,107,0,0,0,0,0,0,0,0,0,0,0,0
561,6540,867,0,1377,821,0,342,0,0,0,725,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,321,538,203,386,659,0,0,0,120,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,1148,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,9994,968,525,537,616,42,0,56,15,42,296,0,0,0,8065,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,5013,2632,2262,2873,7029,0,0,5352,230,0,234,0,0,362,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1617,454,1767,1007,72,0,15,122,65,11,122,0,0,133,68,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,11823,165,46,7288,2127,45,0,0,0,165,120,0,0,5114,5114,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,21,0,145,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,455,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,276,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,41,0,0,41,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
